post_id,post_date,event_date,post_title,record_type,seq_no,time_raw,time_start,time_end,place_raw,place_primary,venue_raw,march_raw,march_start,march_end,march_waypoints,is_pre_march,parent_seq_no,event_name,personnel_raw,personnel_count,control_time_raw,control_section_raw,control_method_raw,crowd_focus_points,parse_ok,source_url
1365,2025.10.3,2025.10.3,10월 3일 (금) 행사 및 집회,assembly,9,16:00∼17:30,16:00,17:30,"해방촌지니펍 앞→이태원 119안전센터 ※행진:해방촌지니펍→녹사평교차로→이태원119안전센터→이태원역1번출구(3.4km, 1개차로)",해방촌지니펍 앞,,"※행진:해방촌지니펍→녹사평교차로→이태원119안전센터→이태원역1번출구(3.4km, 1개차로)",해방촌지니펍,이태원역1번출구,녹사평교차로|이태원119안전센터,FALSE,,,,,,,,해방촌지니펍 앞;해방촌지니펍;녹사평교차로;이태원119안전센터;이태원역1번출구,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1365
1365,2025.10.3,2025.10.3,10월 3일 (금) 행사 및 집회,event,,2025.10.3.(금) 08:00~14:00,8:00,14:00,,,,,,,,FALSE,,,,,00:00~18:00),"코엑스사거리↔봉은교교차로 / 전면통제 1단계) 00:00~08:00, 코엑스사거리↔의료원사거리, 봉은교 동단 2단계) 08:00~18:00, 코엑스사거리↔의료원사거리↔구.동호주유소, 봉은교 동단","코엑스사거리↔봉은교교차로 / 전면통제 1단계) 00:00~08:00, 코엑스사거리↔의료원사거리, 봉은교 동단 2단계) 08:00~18:00, 코엑스사거리↔의료원사거리↔구.동호주유소, 봉은교 동단",,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1365
smpa-00328896,2025.10.2,2025.10.3,오늘의 집회 251003 금,assembly,1,13:00~18:00,13:00,18:00,편도 全차로,편도 全차로,,,,,,FALSE,,,"90,000명",90000,,,,편도 全차로,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=29&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00328896
1436,2025.10.29,2025.10.29,10월 29일 (수) 행사 및 집회,assembly,1,10:29∼11:33,10:29,11:33,광화문광장 북측광장,광화문광장 북측광장,,,,,,FALSE,,,,,,,,광화문광장 북측광장,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1436
1436,2025.10.29,2025.10.29,10월 29일 (수) 행사 및 집회,assembly,2,"14:00∼17:00 서울고용노동청 앞(2개차로)→정부서울청사 북측 ※행진:서울고용노동청→종로2가→종로1가→안국동사거리→정부서울청사 (2.1km, 2개차로)",14:00,17:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1436
1436,2025.10.29,2025.10.29,10월 29일 (수) 행사 및 집회,assembly,3,19:00∼20:00,19:00,20:00,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,,,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1436
1436,2025.10.29,2025.10.29,10월 29일 (수) 행사 및 집회,assembly,4,11:30∼14:00,11:30,14:00,젠코아빌딩 앞(인도),젠코아빌딩 앞(인도),,,,,,FALSE,,,360명,360,,,,젠코아빌딩 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1436
smpa-00329513,2025.10.28,2025.10.29,오늘의 집회 251029 수,assembly,2,14:00~17:00,14:00,17:00,서울고용청 → 정부서울청사 <장교동>,서울고용청,,,,,,FALSE,,,"1,000명",1000,,,,서울고용청,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=26&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00329513
smpa-00329513,2025.10.28,2025.10.29,오늘의 집회 251029 수,assembly,3,20:00~21:30,20:00,21:30,서울대입구역 5出 ⇄ 경기수협관악점 <봉천동 등>,서울대입구역 5出 ⇄ 경기수협관악점 <봉천동 등>,,,,,,FALSE,,,100명,100,,,,서울대입구역 5出 ⇄ 경기수협관악점 <봉천동 등>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=26&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00329513
smpa-00329513,2025.10.28,2025.10.29,오늘의 집회 251029 수,assembly,4,20:00~22:00,20:00,22:00,사랑의교회 앞 <서초동>,사랑의교회 앞 <서초동>,,,,,,FALSE,,,"1,000명",1000,,,,사랑의교회 앞 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=26&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00329513
1433,2025.10.28,2025.10.28,10월 28일 (화) 행사 및 집회,assembly,1,13:00∼15:00,13:00,15:00,LG광화문빌딩 앞 (인도),LG광화문빌딩 앞 (인도),,,,,,FALSE,,,,,,,,LG광화문빌딩 앞 (인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1433
1433,2025.10.28,2025.10.28,10월 28일 (화) 행사 및 집회,assembly,2,①10:00∼10:30 ②10:30∼11:20,10:00,10:30,광화문광장 남측 광화문KT 본관·별관,광화문광장 남측 광화문KT 본관·별관,,,,,,FALSE,,,,,,,,광화문광장 남측 광화문KT 본관·별관,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1433
1433,2025.10.28,2025.10.28,10월 28일 (화) 행사 및 집회,assembly,3,14:20∼15:00,14:20,15:00,신용보증재단 앞(인도),신용보증재단 앞(인도),,,,,,FALSE,,,,,,,,신용보증재단 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1433
1433,2025.10.28,2025.10.28,10월 28일 (화) 행사 및 집회,assembly,4,16:00∼18:00,16:00,18:00,AT센터 앞(인도),AT센터 앞(인도),,,,,,FALSE,,,,,,,,AT센터 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1433
1433,2025.10.28,2025.10.28,10월 28일 (화) 행사 및 집회,assembly,5,18:00∼19:00,18:00,19:00,서울고용노동청 앞(인도),서울고용노동청 앞(인도),,,,,,FALSE,,,,,,,,서울고용노동청 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1433
1424,2025.10.27,2025.10.27,10월 27일 (월) 행사 및 집회,assembly,1,09:30∼10:30,9:30,10:30,연세빌딩 앞 (인도),연세빌딩 앞 (인도),,,,,,FALSE,,,,,,,,연세빌딩 앞 (인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1424
1424,2025.10.27,2025.10.27,10월 27일 (월) 행사 및 집회,assembly,2,19:00∼20:30,19:00,20:30,"이태원광장→이태원역 4번출구 ※행진:이태원광장→이태원역4번출구 (0.4km, 1개차로)",이태원광장,,"※행진:이태원광장→이태원역4번출구 (0.4km, 1개차로)",이태원광장,이태원역4번출구,,FALSE,,,,,,,,이태원광장;이태원역4번출구,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1424
1424,2025.10.27,2025.10.27,10월 27일 (월) 행사 및 집회,assembly,3,11:00∼13:00,11:00,13:00,여의도KB국민은행 신관 앞 (인도),여의도KB국민은행 신관 앞 (인도),,,,,,FALSE,,,,,,,,여의도KB국민은행 신관 앞 (인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1424
1424,2025.10.27,2025.10.27,10월 27일 (월) 행사 및 집회,assembly,4,13:00∼16:00,13:00,16:00,사랑의교회 서측 (2개차로),사랑의교회 서측 (2개차로),,,,,,FALSE,,,,,,,,사랑의교회 서측 (2개차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1424
1424,2025.10.27,2025.10.27,10월 27일 (월) 행사 및 집회,assembly,5,20:00∼22:00,20:00,22:00,사랑의교회 서측 (2개차로),사랑의교회 서측 (2개차로),,,,,,FALSE,,,,,,,,사랑의교회 서측 (2개차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1424
1421,2025.10.26,2025.10.26,10월 26일 (일) 행사 및 집회,assembly,1,11:00∼13:00,11:00,13:00,동화면세점~코리아나호텔(편도 全차로),동화면세점~코리아나호텔(편도 全차로),,,,,,FALSE,,,,,,,,동화면세점~코리아나호텔(편도 全차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1421
1421,2025.10.26,2025.10.26,10월 26일 (일) 행사 및 집회,assembly,2,14:00∼16:30,14:00,16:30,"종각역 6出 앞(1개차로)↔안국동사거리 ※행진:종각역 6出→안국동사거리→인사동길→종로2가→종각역6出(1.3km, 1개차로)",종각역 6出 앞(1개차로),,"※행진:종각역 6出→안국동사거리→인사동길→종로2가→종각역6出(1.3km, 1개차로)",종각역 6出,종각역6出,안국동사거리|인사동길|종로2가,FALSE,,,,,,,,종각역 6出 앞(1개차로);종각역 6出;안국동사거리;인사동길;종로2가;종각역6出,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1421
1421,2025.10.26,2025.10.26,10월 26일 (일) 행사 및 집회,assembly,3,09:30∼10:30,9:30,10:30,평강제일교회 앞,평강제일교회 앞,,,,,,FALSE,,,,,,,,평강제일교회 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1421
1421,2025.10.26,2025.10.26,10월 26일 (일) 행사 및 집회,event,,25.10.26(일) 08:00~11:00,8:00,11:00,1. 하프코스:광화문광장→팔판교차로→세종대로→서소문로→숭례문교차로→을지로3가(반환)→청계천로(남)→마장2교(반환)→고산자교→청계천로(북) →무교동사거리 2. 10k코스:광화문광장→팔판교차로→세종대로→서소문로→숭례문→을지로3가(반환)→을지로1가→청계1가→청계4가(반환) →무교동사거리,1. 하프코스:광화문광장,,※행진:1. 하프코스:광화문광장→팔판교차로→세종대로→서소문로→숭례문교차로→을지로3가(반환)→청계천로(남)→마장2교(반환)→고산자교→청계천로(북) →무교동사거리 2. 10k코스:광화문광장→팔판교차로→세종대로→서소문로→숭례문→을지로3가(반환)→을지로1가→청계1가→청계4가(반환) →무교동사거리,1. 하프코스:광화문광장,무교동사거리,팔판교차로|세종대로|서소문로|숭례문교차로|을지로3가(반환)|청계천로(남)|마장2교(반환)|고산자교|청계천로(북)|무교동사거리 2. 10k코스:광화문광장|팔판교차로|세종대로|서소문로|숭례문|을지로3가(반환)|을지로1가|청계1가|청계4가(반환),FALSE,,아시아 오픈,"약 4,600명 (하프코스 1,300명, 10k 코스 3,300명)",4600,06:00~11:30,,,1. 하프코스:광화문광장;팔판교차로;세종대로;서소문로;숭례문교차로;을지로3가(반환);청계천로(남);마장2교(반환);고산자교;청계천로(북);무교동사거리 2. 10k코스:광화문광장;숭례문;을지로1가;청계1가;청계4가(반환);무교동사거리,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1421
1421,2025.10.26,2025.10.26,10월 26일 (일) 행사 및 집회,event,,25.10.26(일) 09:00~11:00,9:00,11:00,여의공원11문→여의서로→서강대교(北 단 램프구간 반환)→여의서로 →공원1문 2025 차 없는 잠수교 뚜벅뚜벅 축제 -기간 : 25.10.26.(일) -통제시간 : 11:00~23:00,여의공원11문,,※행진:여의공원11문→여의서로→서강대교(北 단 램프구간 반환)→여의서로 →공원1문 2025 차 없는 잠수교 뚜벅뚜벅 축제 -기간 : 25.10.26.(일) -통제시간 : 11:00~23:00,여의공원11문,공원1문 2025 차 없는 잠수교 뚜벅뚜벅 축제 -기간 : 25.10.26.(일) -통제시간 : 11:00~23:00,여의서로|서강대교(北 단 램프구간 반환)|여의서로,FALSE,,MBC플러스 챌린지 서울,"약 9,501명 (10k)",9501,07:00~12:10,잠수교 북단~남단 달빛광장 (1.1km),양방향 전면통제 2025년 영등포 선유도공원 축제 - 행사기간: 2025년 10월24일(금) ~10월26일(일),여의공원11문;여의서로;서강대교(北 단 램프구간 반환);공원1문 2025 차 없는 잠수교 뚜벅뚜벅 축제 -기간 : 25.10.26.(일) -통제시간 : 11:00~23:00,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1421
1421,2025.10.26,2025.10.26,10월 26일 (일) 행사 및 집회,event,,2025.10.26.(일) 11:00~21:00,11:00,21:00,신월로 신정네거리역사거리~신월로376 앞 ㅇ,신월로 신정네거리역사거리~신월로376 앞 ㅇ,신월로 신정네거리역사거리~신월로376 앞 ㅇ,※행진:신월로 신정네거리역사거리~신월로376 앞 ㅇ,신월로 신정네거리역사거리~신월로376 앞 ㅇ,신월로 신정네거리역사거리~신월로376 앞 ㅇ,,FALSE,,양천가족 거리축제,"약 4,600명 (하프코스 1,300명, 10k 코스 3,300명)",4600,2025.10.25.(토) 22:00~10.27.(월) 04:00) ㅇ,양방향 전면통제,양방향 전면통제,신월로 신정네거리역사거리~신월로376 앞 ㅇ,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1421
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,1,"13:00∼17:00 동화면세점∼서울시의회(편도 전차로)⟷을지로1가 ※행진:동화면세점→종로1가→을지로1가→개풍교차로→대한문 (1.6km, 2개차로)",13:00,17:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,2,"13:30∼17:00 동대문역 10出(2개차로)→동십자각 ※행진:동대문역 10出→종로1가→안국동사거리→동십자각 (3.2km, 2개차로)",13:30,17:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,3,"14:00∼15:30 효자치안센터 앞(1개차로)→정부서울청사 ※행진:효자치안센터→경복궁역→정부서울청사→사랑채동측 →정부서울청사(3.1km, 1개차로)",14:00,15:30,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,4,"16:00∼20:00 서울역광장→명동역 1出 ※행진:서울역광장→한국은행→명동역 1出(1.7km, 1개차로)",16:00,20:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,5,"15:00∼17:30 숭례문∼태평교차로(편도 전차로)→광화문역 2出 ※행진:숭례문→한국은행→을지로1가→종로1가→세종대로사거리 →광화문역 2出 건너편(2.3km, 2개차로)",15:00,17:30,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,6,14:00∼15:00,14:00,15:00,숭례문∼태평교차로(편도 전차로),숭례문∼태평교차로(편도 전차로),,,,,,FALSE,,,,,,,,숭례문∼태평교차로(편도 전차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,7,"14:00∼20:00 이태원역 1出 앞(1개차로)→서울광장 ※행진:이태원역1出→녹사평역→삼각지역→숭례문→서울광장 (5km, 1개차로)",14:00,20:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,8,"15:00∼18:00 전쟁기념관 앞(인도)→서울역광장 ※행진:전쟁기념관→숙대입구역→서울역광장(2.5km, 1개차로)",15:00,18:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,9,"14:00∼17:00 삼각지파출소 앞(2개차로)→을지로1가 ※행진:삼각지파출소→서울역→숭례문→을지로1가 (3.8km, 1개차로)",14:00,17:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,10,14:00∼16:00,14:00,16:00,삼각지역 1出 앞(3개차로),삼각지역 1出 앞(3개차로),,,,,,FALSE,,,,,,,,삼각지역 1出 앞(3개차로),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,11,,,,---,---,,,,,,FALSE,,,,,,,,---,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,assembly,12,"16:00∼19:00 ------------ 14:00~16:00 서초역 1出 앞(3개차로)→강남 CGV ※행진:서초역1出→교대역→강남역→강남CGV(2.5km, 2개차로) ----------------------------------------------------- 교보빌딩 남측(1개차로)→효령빌딩 ※행진:교보빌딩남측→광화문→인사동길→종로2가→ 종로1가→광교→청계남로→효령빌딩 (2km, 1개차로)",16:00,19:00,행진,행진,,,,,,FALSE,,,,,,,,행진,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.25.(토) 10:00~21:00,10:00,21:00,,2025 대학로 차 없는 거리,,,,,,FALSE,,2025 대학로 차 없는 거리,,,,양방향 전면통제,양방향 전면통제,2025 대학로 차 없는 거리,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,10.26(일) 05:00,5:00,,"선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)","선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)","선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)","※행진:선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)","선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)","선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)",,FALSE,,2025년 영등포 선유도공원 축제,,,2025년 10월25일(토) 05:00~10.26 (일) 21:00,,,"선유도공원 및 선유도역 '걷고싶은 거리' 일대 - 통제장소: 선유도역2번,3번출구 ~노들길 입구 (골목길 포함)",TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.26.(일) 11:00~21:00,11:00,21:00,신월로 신정네거리역사거리~신월로376 앞,신월로 신정네거리역사거리~신월로376 앞,신월로 신정네거리역사거리~신월로376 앞,※행진:신월로 신정네거리역사거리~신월로376 앞,신월로 신정네거리역사거리~신월로376 앞,신월로 신정네거리역사거리~신월로376 앞,,FALSE,,양천가족 거리축제,,,2025.10.25.(토) 22:00~10.27.(월) 04:00),양방향 전면통제,양방향 전면통제,신월로 신정네거리역사거리~신월로376 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.25.(토) 17:30~21:30,17:30,21:30,"왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제(상위 1개차로 소통), 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제","왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제(상위 1개차로 소통), 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제","왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제(상위 1개차로 소통), 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제","※행진:왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제(상위 1개차로 소통), 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제","왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제, 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제","왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제, 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제",,FALSE,,2025년 태조 이성계 사냥행차 축제,,,,,,"왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제(상위 1개차로 소통), 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제;왕십리로 소월아트홀~한양대병원사거리 하위2개차로 통제, 살곶이길 한양대병원사거리~살곶이체육공원 진행방향 전차로 통제",TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.25.(토) 12:00~20:00,12:00,20:00,"명보사거리 일원(이순신생가터 인근, 마른내로)","명보사거리 일원(이순신생가터 인근, 마른내로)","명보사거리 일원(이순신생가터 인근, 마른내로)","※행진:명보사거리 일원(이순신생가터 인근, 마른내로)","명보사거리 일원(이순신생가터 인근, 마른내로)","명보사거리 일원(이순신생가터 인근, 마른내로)",,FALSE,,2025 이순신 축제,,,,충무로(명보사거리~을지로3가교차로) 및 마른내로(명보사거리~호텔피제이앞) 전면통제,,"명보사거리 일원(이순신생가터 인근, 마른내로)",TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.25.(토) 14:00~20:00,14:00,20:00,"선정릉및 봉은사로68길, 삼성로95길일대","선정릉및 봉은사로68길, 삼성로95길일대","선정릉및 봉은사로68길, 삼성로95길일대","※행진:선정릉및 봉은사로68길, 삼성로95길일대","선정릉및 봉은사로68길, 삼성로95길일대","선정릉및 봉은사로68길, 삼성로95길일대",,FALSE,,제3회 유네스코 선정릉 문화거리 축제,,,,,,"선정릉및 봉은사로68길, 삼성로95길일대",TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.25(토) 14:00~16:00,14:00,16:00,,선정릉 어가행렬,,,,,,FALSE,,선정릉 어가행렬,,,,,,선정릉 어가행렬,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1419,2025.10.25,2025.10.25,10월 25일 (토) 행사 및 집회,event,,2025.10.25.(토) 12:00~17:00,12:00,17:00,"금천구청 앞 광장→금나래 중앙공원→금나래 초등학교→금천경찰서→금천구청 앞 광장(약 1km, 2바퀴)",금천구청 앞 광장,,"※행진:금천구청 앞 광장→금나래 중앙공원→금나래 초등학교→금천경찰서→금천구청 앞 광장(약 1km, 2바퀴)",금천구청 앞 광장,금천구청 앞 광장,금나래 중앙공원|금나래 초등학교|금천경찰서,FALSE,,2025년 금천구 장애인 핸디마라톤,,,,2025.10.25.(토)14:30~17:00 진행방향 전면통제 (반대방향에서 양방향 혹은 한방향 소통 가능),2025.10.25.(토)14:30~17:00 진행방향 전면통제 (반대방향에서 양방향 혹은 한방향 소통 가능),금천구청 앞 광장;금나래 중앙공원;금나래 초등학교;금천경찰서,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1419
1415,2025.10.24,2025.10.24,10월 24일 (금) 행사 및 집회,assembly,1,,,,前日계속∼ 동화면세점 앞(인도),前日계속∼ 동화면세점 앞(인도),,,,,,FALSE,,,"10,000명",10000,,,,前日계속∼ 동화면세점 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1415
1415,2025.10.24,2025.10.24,10월 24일 (금) 행사 및 집회,assembly,2,19:30∼22:00,19:30,22:00,서울역광장→중앙우체국 행진:서울역광장→숭례문→세종대로사거리→종로1가→을지로1가→개풍교차로→소공로→중앙우체국 (1개차로),서울역광장,,,서울역광장,중앙우체국,중앙우체국 행진:서울역광장|숭례문|세종대로사거리|종로1가|을지로1가|개풍교차로|소공로,FALSE,,,250명,250,,,,서울역광장;중앙우체국 행진:서울역광장;숭례문;세종대로사거리;종로1가;을지로1가;개풍교차로;소공로;중앙우체국,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1415
1415,2025.10.24,2025.10.24,10월 24일 (금) 행사 및 집회,assembly,3,19:30∼22:00,19:30,22:00,구두테마공원 앞 행진:구두테마공원앞→아차산로→성수3동주민센터→아차산로→성수이로→뚝섬역6出→구두테마공원 (인도),구두테마공원 앞 행진:구두테마공원앞,,,구두테마공원 앞 행진:구두테마공원앞,구두테마공원 (인도),아차산로|성수3동주민센터|아차산로|성수이로|뚝섬역6出,FALSE,,,150명,150,,,,구두테마공원 앞 행진:구두테마공원앞;아차산로;성수3동주민센터;성수이로;뚝섬역6出;구두테마공원 (인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1415
smpa-00329396,2025.10.23,2025.10.24,오늘의 집회 251024 금,assembly,2,13:00~15:00,13:00,15:00,서울시청 � 정부서울청사 <세종대로>,서울시청 � 정부서울청사 <세종대로>,,,,,,FALSE,,,100명,100,,,,서울시청 � 정부서울청사 <세종대로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=27&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00329396
smpa-00329396,2025.10.23,2025.10.24,오늘의 집회 251024 금,assembly,5,20:00~22:00,20:00,22:00,강남역 10出 � 무신사 스토어 <강남대로>,강남역 10出 � 무신사 스토어 <강남대로>,,,,,,FALSE,,,100명,100,,,,강남역 10出 � 무신사 스토어 <강남대로>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=27&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00329396
smpa-00329396,2025.10.23,2025.10.24,오늘의 집회 251024 금,assembly,6,20:00~22:00,20:00,22:00,사랑의교회 앞 <서초동>,사랑의교회 앞 <서초동>,,,,,,FALSE,,,"1,000명",1000,,,,사랑의교회 앞 <서초동>,TRUE,https://www.smpa.go.kr/user/nd54882.do?View&page=27&pageSC=SORT_ORDER&pageSO=DESC&dmlType=&boardNo=00329396
1411,2025.10.23,2025.10.23,10월 23일 (목) 행사 및 집회,assembly,1,19:00∼,19:00,,동화면세점 앞(인도),동화면세점 앞(인도),,,,,,FALSE,,,,,,,,동화면세점 앞(인도),TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1411
1411,2025.10.23,2025.10.23,10월 23일 (목) 행사 및 집회,assembly,2,10:00∼11:00,10:00,11:00,평강제일교회 정문 앞,평강제일교회 정문 앞,,,,,,FALSE,,,,,,,,평강제일교회 정문 앞,TRUE,https://www.spatic.go.kr/spatic/assem/getInfoView.do?mgrSeq=1411
