noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst
2022-12-12T10:18:00,20221212,4,시설장애,코레일 안산선 선로전환기 장애 조치완료,"코레일 안산선 산본역 선로전환기 장애는 조치완료 되었으나,
서울교통공사 구간(진접~남태령역) 열차 간격 조정 중으로 순연 운행 중에 있습니다. 열차 이용에 참고하시기 바랍니다. 12-12 10:13:45",N,,,,,"0405, 0406, 0408, 0409, 0410, 0411, 0412, 0413, 0414, 0415, 0416, 0417, 0418, 0419, 0420, 0421, 0422, 0423, 0424, 0425, 0426, 0427, 0428, 0429, 0430, 0431, 0432, 0433, 0434"
2022-12-12T19:35:48,20221212,6,기타,전국장애인차별철폐연대 시위 및 무정차통과 사전안내,"서울교통공사에서 알려드립니다.
12.13. 08시부터 4호선에서 「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으며, 승객 안전사고 우려 시 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-12 19:31:34",Y,,2022-12-13T08:00:00,,4호선,
2022-12-13T06:05:28,20221213,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
12. 13. 08시부터 4호선에서 「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으며, 승객 안전사고 우려 시 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-13 06:01:13",Y,,2022-12-13T08:00:00,,4호선,
2022-12-13T06:33:57,20221213,5,단순지연,열차운행 지연 예정 및 무정차 통과 안내,"서울교통공사에서 알려드립니다
12월 13일(화)~16일(금) 08시, 14시부터 4호선에서 '전국장애인차별철폐연대' 의 '장애인 권리 예산 확보' 를 위한 시위(1일 2회)가 예정되어 있습니다.
이로 인해 4호선 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다 12-13 06:29:42",Y,,2022-12-13T08:00:00,,4호선,
2022-12-14T06:00:00,20221214,6,기타,전국장애인차별철폐연대 시위 및 무정차통과 사전안내,"서울교통공사에서 알려드립니다.
12.14. 08시부터 4호선에서 「전국장애인차별철폐연대」의 ‘장애인 권리예산 확보’를 위한 지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으며, 승객 안전사고 우려 시 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-14 06:00:00",Y,,2022-12-14T08:00:00,,4호선,
2022-12-14T06:28:41,20221214,5,단순지연,열차운행 지연 예정 및 무정차 통과 안내,"서울교통공사에서 알려드립니다
12월 13일(화)~16일(금) 08시, 14시부터 4호선에서 '전국장애인차별철폐연대' 의 '장애인 권리 예산 확보' 를 위한 시위(1일 2회)가 예정되어 있습니다.
이로 인해 4호선 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-14 06:24:26",Y,,2022-12-13T08:00:00,,4호선,
2022-12-14T08:04:35,20221214,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-14 08:00:20",Y,,2022-12-14T08:04:35,,4호선,
2022-12-14T08:53:22,20221214,6,기타,불법 시위 관련 무정차 통과  안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인해 당고개 방면 열차는 삼각지역을 무정차 통과하고 있습니다. 삼각지역을 이용하실 고객께서는 신용산역에서 하차하여 2번 출구로 나가셔서 대체교통 버스를 이용하여 주시기 바랍니다.
열차 이용에 불편을 드려 대단히 죄송합니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-14 08:49:07",Y,,,,,
2022-12-14T09:01:09,20221214,6,기타,불법 시위 관련 열차 정상운행 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인한 무정차 통과는 당고개 방면 상선 열차 정상운행하고 있습니다. 열차 이용에 불편을 드려 대단히 죄송합니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-14 08:56:54",Y,상행,,2022-12-14T09:01:09,,
2022-12-14T09:05:27,20221214,6,기타,불법 시위 관련 열차 정상운행 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인한 당고개 방면 삼각지역 무정차 통과는 종료되었고, 현재 정상 운행 중입니다. 이로 인해 4호선 열차운행이 지연되고 있으니, 열차이용에 참고하시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-14 09:01:12",Y,,,2022-12-14T09:05:27,4호선,0428
2022-12-14T09:39:57,20221214,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
오늘 4호선 상하선 전국장애인차별철폐연대 불법 시위는 종료되었으며, 이로 인해 4호선 열차가 순연운행 중입니다. 열차 이용에 참고하시기 바랍니다. 12-14 09:35:42",N,"상행, 하행",,,4호선,
2022-12-15T06:00:00,20221215,5,단순지연,열차운행 지연 예정 및 무정차 통과 안내,"서울교통공사에서 알려드립니다
12월 15일(목) 08시, 14시부터 '전국장애인차별철폐연대' 의 '장애인 권리 예산 확보' 를 위한 지하철 타기 선전전(1일 2회)이 예정되어 있습니다.
이로 인해 4호선 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 감사합니다. 12-15 06:00:00",Y,,2022-12-15T08:00:00,,4호선,
2022-12-15T09:16:01,20221215,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-15 09:11:46",Y,,2022-12-15T09:16:01,,4호선,
2022-12-16T06:11:07,20221216,5,단순지연,열차운행 지연 예정 및 무정차 통과 안내,"서울교통공사에서 알려드립니다
12월 16일(금) 08시, 14시부터 '전국장애인차별철폐연대' 의 '장애인 권리 예산 확보' 를 위한 지하철 타기 선전전(1일 2회)이 예정되어 있습니다.
이로 인해 4호선 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 감사합니다.  12-16 06:06:51",Y,,2022-12-16T08:00:00,,4호선,
2022-12-16T09:05:29,20221216,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-16 09:01:13",Y,,2022-12-16T09:05:29,,4호선,
2022-12-19T06:07:17,20221219,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
금일 08시부터 1호선에서 8호선 사이 주요역사 내에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보' 를 위한 기습 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-19 06:03:00",Y,,2022-12-19T08:00:00,,"1호선, 8호선",
2022-12-19T09:16:28,20221219,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선 코레일 용산~노량진역 구간에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 1호선 열차운행이 상당시간 지연되고 있으니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-19 09:12:10",N,,,,1호선,"1003, 1004"
2022-12-19T09:39:03,20221219,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위는 종료되었으나 
시위여파로 인해 1호선 열차운행이 순연되고 있으니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-19 09:34:46",N,,,,1호선,
2022-12-20T06:06:45,20221220,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
금일 08시부터 1호선에서 8호선 사이 주요역사 내에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보' 를 위한 기습 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-20 06:02:27",Y,,2022-12-20T08:00:00,,"1호선, 8호선",
2022-12-20T08:43:14,20221220,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 5호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 5호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-20 08:38:55",Y,,2022-12-20T08:43:14,,5호선,
2022-12-20T09:13:16,20221220,6,기타,전국장애인차별철폐연대 5호선 시위종료,"서울교통공사에서 알려드립니다.
오늘 5호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 종료되어 지금은 열차가 정상운행되고 있으며, 5호선 일부구간에서는 시위 여파로 인해 열차가 순연운행 중입니다. 열차 이용에 참고하시기 바랍니다. 12-20 09:08:58",N,,,,5호선,
2022-12-22T16:18:09,20221222,6,기타,7호선 차랑고장으로 열차운행 중단,"서울교통공사에서 알려드립니다.
현재 7호선에서 차량고장발생으로  청담역 ~ 태릉입구역 상/하선 열차운행이 중지되고 있습니다.
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  12-22 16:13:49",Y,하행,,,7호선,"2731, 2730, 2729, 2728, 2727, 2726, 2725, 2724, 2723, 2722, 2721, 2720, 2719"
2022-12-22T17:01:45,20221222,6,기타,7호선 열차 중단으로 대체버스 운영 중,"서울교통공사에서 알려드립니다.
현재 7호선에서 차량고장 발생으로  청담역 ~ 태릉입구역 상/하선 열차운행이 중단되고 있습니다.
이로 인해 대체버스를 청담역 4번출구, 군자역 7번출구에서 운영중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-22 16:57:26",Y,하행,,,7호선,"2731, 2730, 2729, 2728, 2727, 2726, 2725, 2724, 2723, 2722, 2721, 2720, 2719"
2022-12-22T17:31:16,20221222,6,기타,7호선 정상운행,"서울교통공사에서 알려드립니다.
금일 15:29경 발생한 7호선 열차운행 장애는 조치완료 되어 현재 7호선 전구간 열차가 정상운행 중입니다.
열차이용에 불편을 드려 대단히 죄송합니다. 
 12-22 17:26:57",N,,,,7호선,전구간
2022-12-23T07:03:58,20221223,1,화재,3호선 무악재~독립문역 간 연기 발생,"현재 3호선 무악재~독립문역 간 연기가 발생하여 약수~구파발역 간 상,하선 열차 운행이 중단 중 입니다.
다른 교통수단을 이용하시기 바랍니다. 12-23 06:59:38",Y,"상행, 하행",,,3호선,"0323, 0322, 0321, 0320, 0319, 0318, 0317, 0316, 0315, 0314, 0313, 0312, 0311, 0310, 0315, 0316"
2022-12-23T08:17:18,20221223,6,기타,3호선 조치완료,3호선 무악재~독립문역 간 연기 발생은 조치 완료되어 열차운행 재개 중 입니다. 열차 이용에 참고하시기 바랍니다. 12-23 08:12:58,N,,,,3호선,"0315, 0316"
2023-01-02T06:06:14,20230102,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
오늘 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-02 06:01:49",Y,,2023-01-02T08:00:00,,4호선,
2023-01-02T08:18:44,20230102,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 지하철타기 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-02 08:14:19",Y,,2023-01-02T08:18:44,,4호선,
2023-01-02T20:59:41,20230102,6,기타,전국장애인차별철폐연대 시위관련 무정차 통과 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인해 4호선 당고개 방면 열차는 삼각지역을 무정차 통과하고 있습니다. 삼각지역을 이용하실 고객께서는 인근역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-02 20:55:17",Y,,,,4호선,0428
2023-01-02T21:14:55,20230102,6,기타,전국장애인차별철폐연대 시위관련 무정차 통과 종료 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인한 4호선 당고개 방면 열차의 삼각지역 무정차 통과는 종료되었습니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-02 21:10:31",Y,,,2023-01-02T21:14:55,4호선,0428
2023-01-02T21:22:50,20230102,6,기타,불법 시위 관련 무정차 통과  안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인해 당고개 방면 열차는 삼각지역을 무정차 통과하고 있습니다. 삼각지역을 이용하실 고객께서는 신용산역에서 하차하여 2번 출구 또는 숙대입구역에서 하차하여 8번출구로 나가셔서 대체교통 버스를 이용하여 주시기 바랍니다.
열차 이용에 불편을 드려 대단히 죄송합니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-02 21:18:25",Y,,,,,
2023-01-02T21:45:50,20230102,6,기타,전국장애인차별철폐연대 시위관련 무정차 통과 종료 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인한 4호선 당고개 방면 열차의 삼각지역 무정차 통과는 종료되었습니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-02 21:41:25",Y,,,2023-01-02T21:45:50,4호선,0428
2023-01-03T06:00:00,20230103,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
오늘 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-03 06:00:00",Y,,2023-01-03T08:00:00,,4호선,
2023-01-03T09:30:50,20230103,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다
오늘 09시부터 4호선 동대문역사문화공원역에서「전국장애인차별철폐연대」의 시위가 진행되고 있으며. 10시 30분경에는 4호선 삼각지역에서 시위가 예정되어 있습니다. 이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.  01-03 09:26:25",Y,,2023-01-03T09:00:00,,4호선,"0428, 0422"
2023-01-03T10:59:15,20230103,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다
현재 4호선 동대문역사문화공원역과 삼각지역에서「전국장애인차별철폐연대」의 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 01-03 10:54:50",Y,,2023-01-03T10:59:15,,4호선,"0422, 0423, 0424, 0425, 0426, 0427, 0428"
2023-01-03T14:53:27,20230103,6,기타,전국장애인차별철폐연대 시위 종료 안내,"서울교통공사에서 알려드립니다.
4호선 동대문역사문화공원역과 삼각지역에서 진행된「전국장애인차별철폐연대」의 지하철 타기 시위는 종료되어 지금은 열차가 정상운행되고 있으며, 일부구간에서는 시위 여파로 열차가 순연 운행 중입니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-03 14:49:02",N,,,,4호선,"0422, 0423, 0424, 0425, 0426, 0427, 0428"
2023-01-04T06:06:14,20230104,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
오늘 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-04 06:01:48",Y,,2023-01-04T08:00:00,,4호선,
2023-01-04T14:31:01,20230104,4,시설장애,2호선 성수지선 신호장애 알림,"서울교통공사에서 알려드립니다.
금일 14:10분경 2호선 성수지선 성수~신설동 양방향 신호장애로 열차운행이 지연되고 있습니다.
열차 이용에 참고하시기 바랍니다. 현재 조치 중으로 신속한 복구에 최선을 다하겠습니다.
열차이용에 불편을 드려 대단히 죄송합니다.  01-04 14:26:35",N,"상행, 하행",,,2호선,"0211, 0244, 0245, 0250, 0246"
2023-01-04T14:57:00,20230104,6,기타,2호선 성수지선 성수~용답 양방향 열차운행 중지,"서울교통공사에서 알려드립니다.
현재 2호선 성수지선 성수~용답 구간 양방향 신호장애로 열차운행이 중지되고 있습니다.
열차 이용에 참고하시기 바랍니다. 현재 조치 중으로 신속한 복구에 최선을 다하겠습니다.
열차이용에 불편을 드려 대단히 죄송합니다. 01-04 14:52:34",N,"상행, 하행",,,2호선,"0211, 0244"
2023-01-04T15:16:43,20230104,4,시설장애,2호선 성수지선 신호장애 운행재개,"서울교통공사에서 알려드립니다.
현재 2호선 성수지선 성수~용답 구간 양방향 신호장애는 임시조치하여 성수역 3번 승강장으로 운행재개 중입니다
성수~신설동 방면 이용고객께서는 성수역 3번승강장을 이용하여 주시기 바랍니다.
열차이용에 불편을 드려 대단히 죄송합니다 01-04 15:12:18",N,"상행, 하행",,,2호선,"0211, 0244, 0211, 0244, 0245, 0250, 0246"
2023-01-04T15:56:13,20230104,6,기타,2호선 성수지선 정상운행 재개,"서울교통공사에서 알려드립니다.
현재 2호선 성수지선 성수~용답 구간 양방향 신호장애는 조치완료되어 4번 승강장으로 영업운행 재개되었습니다.
열차이용에 참고하여 주시기 바랍니다.
열차이용에 불편을 드려 대단히 죄송합니다. 01-04 15:51:48",N,"상행, 하행",,,2호선,"0211, 0244"
2023-01-10T07:41:50,20230110,6,기타,8호선 남한산성입구역 도심집회 안내,"서울교통공사에서 알려드립니다.
오늘 09:30부터 8호선 남한산성입구역 인근에서 도심집회가 예정되어 있습니다.
행사역인 남한산성입구역은 대단히 혼잡할 예정이니 남한산성입구역 일대를 이용하실 고객께서는 이점 참고하여 열차를 이용하여 주시기 바랍니다. 감사합니다. 01-10 07:37:22",N,,,,8호선,2823
2023-01-19T17:00:17,20230119,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
1.20.(금) 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-19 17:00:17",Y,,2023-01-20T08:00:00,,4호선,
2023-01-19T17:08:58,20230119,6,기타,전국장애인차별철폐연대 시위 사전안내(정정),"서울교통공사에서 알려드립니다.
1.20.(금) 08시부터 4호선에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-19 17:08:58",Y,,2023-01-20T08:00:00,,4호선,
2023-01-20T06:02:24,20230120,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
1.20. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 01-20 06:02:24",Y,,2023-01-20T08:00:00,,4호선,
2023-01-20T09:21:24,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 일부구간에서「전국장애인차별철폐연대」의 지하철 타기 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 09:21:24",Y,,2023-01-20T09:21:24,,4호선,
2023-01-20T09:37:45,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서「전국장애인차별철폐연대」의 열차운행 방해 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 지연되고 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 09:37:45",Y,,2023-01-20T09:37:45,,4호선,
2023-01-20T10:08:46,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
금일 4호선 일부구간에서 진행된「전국장애인차별철폐연대」의 지하철타기 시위는 종료되었으나, 현재 4호선 서울역에서 선전전이 진행되고 있습니다.
이로 인해 4호선 일부구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 10:08:46",Y,,2023-01-20T00:00:00,,4호선,
2023-01-20T14:05:26,20230120,6,기타,전국장애인차별철폐연대 선전전 안내,"서울교통공사에서 알려드립니다.
금일 4호선 서울역 등 일부구간에서 전국장애인차별철폐연대의 오전 시위는 종료되었으나
14경부터 4호선 삼각지역에서 전국장애인차별철폐연대의 선전전이 진행되고 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니 
이점 참고하여 열차를 이용해 주시기 바랍니다.  01-20 14:05:26",Y,,2023-01-20T00:00:00,,4호선,0428
2023-01-20T16:02:47,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 삼각지역에서「전국장애인차별철폐연대」의 열차운행 방해 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 지연되고 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 16:02:47",Y,,2023-01-20T16:02:47,,4호선,0428
2023-01-20T16:25:27,20230120,6,기타,전국장애인차별철폐연대 시위 무정차통과 안내,"서울교통공사에서 알려드립니다.
현재 4호선 삼각지역에서「전국장애인차별철폐연대」의 열차운행 방해 시위로 승객 안전을 위해 열차가 삼각지역을 무정차 통과하고 있습니다. 당고개 방면으로 가실 승객께서는 신용산역 2번, 삼각지역 1번, 숙대입구역 5번 출구에 마련된 공사 대체버스를 이용하여 주시기 바랍니다.
전국장애인 차별철폐연대의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습다 01-20 16:25:27",Y,,,,4호선,0428
2023-01-20T17:12:55,20230120,6,기타,전국장애인차별철폐연대 시위에 따른 무정차 통과 종료,"서울교통공사에서 알려드립니다.
4호선에서 진행된「전국장애인차별철폐연대」의 열차운행 방해 시위로 인한 당고개방면 상선 열차 무정차통과는 17:08부로 종료되었습니다. 열차이용에 참고하시기 바랍니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다.  01-20 17:12:55",Y,상행,,2023-01-20T17:08:00,4호선,
2023-01-20T18:52:49,20230120,6,기타,전국장애인차별철폐연대 시위 종료 안내,"서울교통공사에서 알려드립니다.
4호선 진행된「전국장애인차별철폐연대」의 지하철 타기 시위 및 선전전이 종료되어 지금은 열차가 정상운행되고 있으며, 일부구간에서는 시위 여파로 열차가 순연 운행 중입니다. 
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-20 18:52:49",N,,,,4호선,
2023-02-09T21:02:44,20230209,6,기타,4호선 미아역 무정차 통과,"4호선 미아역 폭발물 의심 물체 신고 접수되어 112, 119 출동 확인중으로 미아역 상선 무정차 통과 중입니다. 열차 이용에 참고하시기 바랍니다. 02-09 21:02:44",Y,상행,,,4호선,0415
2023-02-09T21:23:39,20230209,6,기타,4호선 미아역 무정차 통과,"4호선 미아역 폭발물 의심 물체 신고 접수되어 112, 119 출동 확인중으로 미아역 상, 하선 무정차 통과 중입니다. 열차 이용에 참고하시기 바랍니다.  02-09 21:23:39",Y,"상행, 하행",,,4호선,0415
